sys_sample_code,sample_date,site,location,lab_sdg,sample_source,nysdec_sample_type,chemical_name,fraction,result_value,result_unit,lab_flag,lab_anl_method_name,cas_rn,method_detection_limit,detection_limit_unit,quantitation_limit,analysis_date,equipment_blank_ssc,equipment_blank,equipment_blank_result_value,precision_ssc,precision,precision_result_value,accuracy_ssc,accuracy,accuracy_result_value,qc
090120esf1500eff,2020-09-01T19:00:00Z,esf,effluent,R2008016,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.487,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-11-2020 00:22:00,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 3%,090120clk0900effms,pass,0.262,accept
090120esf1500inf,2020-09-01T19:00:00Z,esf,influent,R2008016,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.289,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-11-2020 00:21:00,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 3%,090120clk0900effms,pass,0.262,accept
090220clkpredoc,2020-09-02T14:00:00Z,clarkson,lab,R2008016,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.305,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-11-2020 00:23:00,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 3%,090120clk0900effms,pass,0.262,accept
083120clk1200inf-72,2020-09-03T16:00:00Z,clarkson,influent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.09,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:39:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
083120esf1200eff-72,2020-09-03T16:00:00Z,esf,effluent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.409,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 23:14:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
083120esf1200inf-72,2020-09-03T16:00:00Z,esf,influent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.115,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 23:08:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090220clkmiddoc,2020-09-02T16:00:00Z,clarkson,lab,R2008016,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.3,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-11-2020 00:25:00,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090220clkposdoc,2020-09-02T19:00:00Z,clarkson,lab,R2008016,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.304,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-11-2020 00:26:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320clk0900eff,2020-09-03T13:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.26,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:18:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320clk0900inf,2020-09-03T13:00:00Z,clarkson,influent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.275,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:17:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320clk1200amb,2020-09-03T16:00:00Z,clarkson,ambient,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.254,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 23:30:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320clk1200eff,2020-09-03T16:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.276,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:22:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320clk1200inf,2020-09-03T16:00:00Z,clarkson,influent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.241,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:21:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320clk1500eff,2020-09-03T19:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.243,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:31:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320clk1500inf,2020-09-03T19:00:00Z,clarkson,influent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.162,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:30:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320con1200amb,2020-09-03T16:00:00Z,control,ambient,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.259,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 23:23:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320esf0900eff,2020-09-03T13:00:00Z,esf,effluent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.427,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:20:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320esf0900inf,2020-09-03T13:00:00Z,esf,influent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.322,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:19:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320esf1200amb,2020-09-03T16:00:00Z,esf,ambient,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.256,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 23:28:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320esf1200eff,2020-09-03T16:00:00Z,esf,effluent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.257,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:27:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320esf1200inf,2020-09-03T16:00:00Z,esf,influent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.256,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:26:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320esf1500eff,2020-09-03T19:00:00Z,esf,effluent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.373,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:33:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090320esf1500inf,2020-09-03T19:00:00Z,esf,influent,R2008207,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.246,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 21:32:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup; 090320clk1200ambdup,fail; pass,22%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200effms,pass; pass; pass; pass,0.426; 0.14; 0.291; 0.286,reject
090120clk1200eff-72,2020-09-04T16:00:00Z,clarkson,effluent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.394,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:37:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090120clk1200inf-72,2020-09-04T16:00:00Z,clarkson,influent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.055,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:36:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090120esf1200eff-72,2020-09-04T16:00:00Z,esf,effluent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.134,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:40:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090120esf1200inf-72,2020-09-04T16:00:00Z,esf,influent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.098,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:38:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090320clk1200eff-72,2020-09-06T16:00:00Z,clarkson,effluent,R2008238,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.124,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:26:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090320clk1200inf-72,2020-09-06T16:00:00Z,clarkson,influent,R2008238,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.021,mg/l,no_flag,E365.1,7723-14-0,0.0036,mg/l,0.005,09-22-2020 20:55:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090320esf1200eff-72,2020-09-06T16:00:00Z,esf,effluent,R2008238,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.038,mg/l,no_flag,E365.1,7723-14-0,0.0036,mg/l,0.005,09-22-2020 20:57:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090320esf1200inf-72,2020-09-06T16:00:00Z,esf,influent,R2008238,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.0336,mg/l,no_flag,E365.1,7723-14-0,0.0036,mg/l,0.005,09-22-2020 20:56:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk0900eff,2020-09-04T13:00:00Z,clarkson,effluent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.206,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:16:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk0900inf,2020-09-04T13:00:00Z,clarkson,influent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.216,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:15:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk1200amb,2020-09-04T16:00:00Z,clarkson,ambient,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.167,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:14:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk1200eff,2020-09-04T16:00:00Z,clarkson,effluent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.252,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:23:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk1200eff-72,2020-09-07T16:00:00Z,clarkson,effluent,R2008238,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.182,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:36:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk1200inf,2020-09-04T16:00:00Z,clarkson,influent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.233,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:22:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk1200inf-72,2020-09-07T16:00:00Z,clarkson,influent,R2008238,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.052,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:29:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk1500eff,2020-09-04T19:00:00Z,clarkson,effluent,R2008232,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.096,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:23:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420clk1500inf,2020-09-04T19:00:00Z,clarkson,influent,R2008232,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.085,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:22:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420con1200amb,2020-09-04T16:00:00Z,control,ambient,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.256,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 23:41:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf0900eff,2020-09-04T13:00:00Z,esf,effluent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.392,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:21:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf0900inf,2020-09-04T13:00:00Z,esf,influent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.143,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:17:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf1200amb,2020-09-04T16:00:00Z,esf,ambient,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.252,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-14-2020 23:42:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf1200eff,2020-09-04T16:00:00Z,esf,effluent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.237,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:25:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf1200eff-72,2020-09-07T16:00:00Z,esf,effluent,R2008238,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.056,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:38:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf1200inf,2020-09-04T16:00:00Z,esf,influent,R2008229,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.201,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-17-2020 13:24:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf1200inf-72,2020-09-07T16:00:00Z,esf,influent,R2008238,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.062,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:37:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf1500eff,2020-09-04T19:00:00Z,esf,effluent,R2008232,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.351,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:19:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090420esf1500inf,2020-09-04T19:00:00Z,esf,influent,R2008232,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.099,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:18:00,090420clk1200effeb,pass,0.0036,090420clk1200effdup,fail,38%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090820clk1200amb,2020-09-08T16:00:00Z,clarkson,ambient,R2008265,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.051,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:41:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090820con1200amb,2020-09-08T16:00:00Z,control,ambient,R2008265,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.067,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:39:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
090820esf1200amb,2020-09-08T16:00:00Z,esf,ambient,R2008265,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.058,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:40:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
091020clk1200amb,2020-09-10T16:00:00Z,clarkson,ambient,R2008265,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.103,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:49:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
091020con1200amb,2020-09-10T16:00:00Z,control,ambient,R2008265,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.116,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:45:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
091020esf1200amb,2020-09-10T16:00:00Z,esf,ambient,R2008265,Field,standard_sample,"PHOSPHORUS, TOTAL (AS P)",T,0.129,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-22-2020 18:46:00,090820con1200ambeb,pass,0,090820con1200ambdup,fail,66%,090420esf1200ambms; 090420esf1200effms,pass; pass,0.27; 0.246,reject
082620con1200ambdup,2020-08-26T16:00:00Z,control,ambient,R2007842,Field,field_duplicate,"PHOSPHORUS, DISSOLVED (AS P)",D,0.0263,mg/l,no_flag,E365.1,7723-14-0,0.0036,mg/l,0.005,08-31-2020 16:07:00,082620con1200ambeb,pass,0,082620con1200ambdup,pass,18%,083120con1200amb ms,pass,0.037,accept
083120clk1200effdup,2020-08-31T16:00:00Z,clarkson,effluent,R2007971,Field,field_duplicate,"PHOSPHORUS, DISSOLVED (AS P)",D,0.114,mg/l,no_flag,E365.1,7723-14-0,0.018,mg/l,0.025,09-03-2020 13:50:00,083120clk1200effeb,pass,0,083120clk1200effdup,fail,26%,083120con1200amb ms,pass,0.037,reject
090120esf1200ambdup,2020-09-01T16:00:00Z,esf,ambient,R2008016,Field,field_duplicate,"PHOSPHORUS, DISSOLVED (AS P)",D,0.0165,mg/l,no_flag,E365.1,7723-14-0,0.0036,mg/l,0.005,09-10-2020 22:35:00,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0.0046,090120esf1200ambdup,pass,7%,090220clkpredoc ms,pass,0.0471,accept
090120esf1200infdup,2020-09-01T16:00:00Z,esf,influent,R2008016,Field,field_duplicate,"PHOSPHORUS, DISSOLVED (AS P)",D,0.0223,mg/l,no_flag,E365.1,7723-14-0,0.0036,mg/l,0.005,09-10-2020 22:51:00,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0.0046,090120esf1200infdup,pass,12%,090220clkpredoc ms,pass,0.0471,accept
090320clk1200ambdup,2020-09-03T16:00:00Z,clarkson,ambient,R2008207,Field,field_duplicate,"PHOSPHORUS, DISSOLVED (AS P)",D,0.0204,mg/l,no_flag,E365.1,7723-14-0,0.0036,mg/l,0.005,09-14-2020 19:59:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup,fail,53%,090120clk1200inf-72 ms; 090420clk1200eff ms,pass; pass,0.0337; 0.118,reject
090320esf1200effdup,2020-09-03T16:00:00Z,esf,effluent,R2008207,Field,field_duplicate,"PHOSPHORUS, DISSOLVED (AS P)",D,0.0197,mg/l,no_flag,E365.1,7723-14-0,0.0036,mg/l,0.005,09-14-2020 23:04:00,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320esf1200effdup,fail,58%,090120clk1200inf-72 ms; 090420clk1200eff ms,pass; pass,0.0337; 0.118,reject
