sample_name,DEC_sample_type,sys_sample_code,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.x,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,X.data_provider,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.y
13-GUNK-40.3-10032018-W-FB,EB,13-GUNK-40.3-10032018-W-FB,E200.8,10/16/2018 15:22,T,NA,initial,WS,LB,NA,NA,1,E200.0,10/12/2018 0:00,NA,NA,ALSRNY,quant,R1809619-013,NA,10,mL,NA,NA,NA,NA,10,mL,7440-43-9,Cadmium,NA,NA,TRG,Yes,N,U,NA,U,NA,0.064,0.064,1,ug/l,ug/l,NA,0.064,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,R1809619,ALSRNY,WS,N,Field,,R1809619,10/3/2018 10:30,Unknown,NA,NA,NA,NA,NA,10/5/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-40.3-10032018-W-FB,EB,13-GUNK-40.3-10032018-W-FB,E200.8,10/16/2018 15:22,T,NA,initial,WS,LB,NA,NA,1,E200.0,10/12/2018 0:00,NA,NA,ALSRNY,quant,R1809619-013,NA,10,mL,NA,NA,NA,NA,10,mL,7440-50-8,Copper,NA,NA,TRG,Yes,N,U,NA,U,NA,0.66,0.66,1,ug/l,ug/l,NA,0.66,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,R1809619,ALSRNY,WS,N,Field,,R1809619,10/3/2018 10:30,Unknown,NA,NA,NA,NA,NA,10/5/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,,13-GUNK-T35-0.2-07112018-WMS,E353.2,7/27/2018 16:54,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1806544-010MS,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.701,NA,SC,Yes,Y,,NA,,NA,7.00E-04,NA,0.05,mg/l,mg/l,NA,7.00E-04,NA,NA,NA,NA,,0.233,0.5,0.701,93,NA,NA,NA,NA,,75,125,20,,,NA,R1806544,ALSRNY,WS,MS,Lab,13-GUNK-T35-0.2-07112018-W,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,,13-GUNK-T35-0.2-07112018-WMSD,E353.2,7/27/2018 16:56,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1806544-010DMS,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.715,NA,SC,Yes,Y,,NA,,NA,7.00E-04,NA,0.05,mg/l,mg/l,NA,7.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,0.233,0.5,0.715,96,2,75,125,20,,,NA,R1806544,ALSRNY,WS,SD,Lab,13-GUNK-T35-0.2-07112018-W,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.8,7/17/2018 15:25,T,NA,initial,WS,LB,NA,NA,1,E200.0,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7440-02-0,Nickel,4.1,NA,TRG,Yes,Y,,NA,,NA,0.26,NA,1,ug/l,ug/l,NA,0.26,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.8,7/17/2018 15:25,T,NA,initial,WS,LB,NA,NA,1,E200.0,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7440-66-6,Zinc,22.4,NA,TRG,Yes,Y,,NA,,NA,2.5,NA,5,ug/l,ug/l,NA,2.5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.7,7/18/2018 13:15,T,NA,initial,WS,LB,NA,NA,1,SW3010A,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7440-70-2,Calcium,40000,NA,TRG,Yes,Y,,NA,,NA,110,NA,1000,ug/l,ug/l,NA,110,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.7,7/18/2018 13:15,T,NA,initial,WS,LB,NA,NA,1,SW3010A,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7439-95-4,Magnesium,7330,NA,TRG,Yes,Y,,NA,,NA,29,NA,1000,ug/l,ug/l,NA,29,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.8,7/17/2018 15:25,T,NA,initial,WS,LB,NA,NA,1,E200.0,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7440-22-4,Silver,NA,NA,TRG,Yes,N,U,NA,U,NA,0.039,0.039,1,ug/l,ug/l,NA,0.039,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.7,7/18/2018 13:15,T,NA,initial,WS,LB,NA,NA,1,SW3010A,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7439-89-6,Iron,3430,NA,TRG,Yes,Y,,NA,,NA,13,NA,100,ug/l,ug/l,NA,13,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E353.2,7/12/2018 14:18,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,14797-65-0,"NITROGEN, NITRITE",0.01,NA,TRG,Yes,Y,,NA,,NA,0.007,NA,0.01,mg/l,mg/l,NA,0.007,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E180.1,7/12/2018 12:25,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1806544-010,NA,NA,,NA,NA,NA,NA,NA,,TURB,TURBIDITY,74.9,NA,TRG,Yes,Y,,NA,,NA,0.06,NA,0.1,ntu,ntu,NA,0.06,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.8,7/19/2018 14:05,T,NA,initial,WS,LB,NA,NA,20,E200.0,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7429-90-5,Aluminum,1640,NA,TRG,Yes,Y,,NA,,NA,46,NA,200,ug/l,ug/l,NA,46,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.8,7/17/2018 15:25,T,NA,initial,WS,LB,NA,NA,1,E200.0,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7440-38-2,Arsenic,2.3,NA,TRG,Yes,Y,,NA,,NA,0.39,NA,1,ug/l,ug/l,NA,0.39,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.8,7/17/2018 15:25,T,NA,initial,WS,LB,NA,NA,1,E200.0,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7440-43-9,Cadmium,0.079,NA,TRG,Yes,Y,J,NA,J,NA,0.064,NA,1,ug/l,ug/l,NA,0.064,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.8,7/17/2018 15:25,T,NA,initial,WS,LB,NA,NA,1,E200.0,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7440-50-8,Copper,5.9,NA,TRG,Yes,Y,,NA,,NA,0.66,NA,1,ug/l,ug/l,NA,0.66,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E200.8,7/17/2018 15:25,T,NA,initial,WS,LB,NA,NA,1,E200.0,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,7439-92-1,Lead,3.9,NA,TRG,Yes,Y,,NA,,NA,0.067,NA,1,ug/l,ug/l,NA,0.067,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,SM2340B,7/18/2018 13:15,T,NA,initial,WS,LB,NA,NA,1,,7/16/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,0,mL,NA,NA,NA,NA,NA,,HARD,HARDNESS (AS CACO3),130,NA,TRG,Yes,Y,,NA,,NA,NA,NA,6.62,mg/l,mg/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,Calculation,7/12/2018 14:18,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1806544-010,NA,0,mL,NA,NA,NA,NA,NA,,14797-55-8,"NITROGEN, NITRATE (AS N)",0.223,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.01,mg/l,mg/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E353.2,7/27/2018 16:53,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1806544-010,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.233,NA,TRG,Yes,Y,,NA,,NA,7.00E-04,NA,0.002,mg/l,mg/l,NA,7.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,Calculation,7/25/2018 12:39,T,NA,initial,WS,LB,NA,NA,1,,7/24/2018 0:00,NA,NA,ALSRNY,quant,R1806544-010,NA,0,mL,NA,NA,NA,NA,NA,,KN,Nitrogen,1.2,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.2,mg/l,mg/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
13-GUNK-T35-0.2-07112018-W,N,13-GUNK-T35-0.2-07112018-W,E351.2,7/25/2018 12:39,T,NA,initial,WS,LB,NA,NA,1,METHOD,7/24/2018 11:57,NA,NA,ALSRNY,quant,R1806544-010,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.97,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.2,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1806544,ALSRNY,WS,N,Field,,R1806544,7/11/2018 11:15,Unknown,NA,NA,NA,NA,NA,7/12/2018,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
