sys_sample_code,sample_date,site,location,lab_sdg,sample_source,nysdec_sample_type,chemical_name,fraction,result_value,result_unit,lab_flag,lab_anl_method_name,cas_rn,method_detection_limit,detection_limit_unit,quantitation_limit,analysis_date,equipment_blank_ssc,equipment_blank,equipment_blank_result_value,precision_ssc,precision,precision_result_value,accuracy_ssc,accuracy,accuracy_result_value,holding_time_value,holding_time,qc
090420clk1200inf,2020-09-04T16:00:00Z,clarkson,influent,R2008229,Field,standard_sample,CHLOROPHYLL A,T,64.5,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,5.7,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,431,pass,accept
090420clk1500eff,2020-09-04T19:00:00Z,clarkson,effluent,R2008232,Field,standard_sample,CHLOROPHYLL A,T,34.9,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,4,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,428,pass,accept
090420clk1500inf,2020-09-04T19:00:00Z,clarkson,influent,R2008232,Field,standard_sample,CHLOROPHYLL A,T,95.6,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,4,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,428,pass,accept
090420con1200amb,2020-09-04T16:00:00Z,control,ambient,R2008229,Field,standard_sample,CHLOROPHYLL A,T,219,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,8,2020-09-15T14:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,262,pass,accept
090420esf0900eff,2020-09-04T13:00:00Z,esf,effluent,R2008229,Field,standard_sample,CHLOROPHYLL A,T,65.3,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,5,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,434,pass,accept
090420esf0900inf,2020-09-04T13:00:00Z,esf,influent,R2008229,Field,standard_sample,CHLOROPHYLL A,T,214,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,11,2020-09-15T14:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,265,pass,accept
090420esf1200amb,2020-09-04T16:00:00Z,esf,ambient,R2008229,Field,standard_sample,CHLOROPHYLL A,T,202,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,8,2020-09-15T14:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,262,pass,accept
090420esf1200eff,2020-09-04T16:00:00Z,esf,effluent,R2008229,Field,standard_sample,CHLOROPHYLL A,T,120,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,5,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,431,pass,accept
090420esf1200inf,2020-09-04T16:00:00Z,esf,influent,R2008229,Field,standard_sample,CHLOROPHYLL A,T,61,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,5.7,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,431,pass,accept
090420esf1500eff,2020-09-04T19:00:00Z,esf,effluent,R2008232,Field,standard_sample,CHLOROPHYLL A,T,65.2,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,4,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,428,pass,accept
090420esf1500inf,2020-09-04T19:00:00Z,esf,influent,R2008232,Field,standard_sample,CHLOROPHYLL A,T,91.9,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,4,2020-09-22T15:00:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,12%,NA,Test not available for this parameter.,NA,428,pass,accept
090420clk1200eff-72,2020-09-07T16:00:00Z,clarkson,effluent,R2008238,Field,standard_sample,CHLOROPHYLL A,T,5.34,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,0.8,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,359,pass,accept
090420clk1200inf-72,2020-09-07T16:00:00Z,clarkson,influent,R2008238,Field,standard_sample,CHLOROPHYLL A,T,4.63,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,0.8,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,359,pass,accept
090420esf1200eff-72,2020-09-07T16:00:00Z,esf,effluent,R2008238,Field,standard_sample,CHLOROPHYLL A,T,0.36,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,0.27,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,359,pass,accept
090420esf1200inf-72,2020-09-07T16:00:00Z,esf,influent,R2008238,Field,standard_sample,CHLOROPHYLL A,T,4.36,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,0.89,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,359,pass,accept
090820clk1200amb,2020-09-08T16:00:00Z,clarkson,ambient,R2008265,Field,standard_sample,CHLOROPHYLL A,T,32.6,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,1.6,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,335,pass,accept
090820con1200amb,2020-09-08T16:00:00Z,control,ambient,R2008265,Field,standard_sample,CHLOROPHYLL A,T,18,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,2,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,335,pass,accept
090820esf1200amb,2020-09-08T16:00:00Z,esf,ambient,R2008265,Field,standard_sample,CHLOROPHYLL A,T,33.7,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,1.6,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,335,pass,accept
091020clk1200amb,2020-09-10T16:00:00Z,clarkson,ambient,R2008265,Field,standard_sample,CHLOROPHYLL A,T,32.1,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,4,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,287,pass,accept
091020con1200amb,2020-09-10T16:00:00Z,control,ambient,R2008265,Field,standard_sample,CHLOROPHYLL A,T,25.5,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,1.6,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,287,pass,accept
091020esf1200amb,2020-09-10T16:00:00Z,esf,ambient,R2008265,Field,standard_sample,CHLOROPHYLL A,T,21.1,ug/l,no_flag,SM10200H,479-61-8,NA,ug/l,4,2020-09-22T15:00:00Z,090820con1200ambeb,pass,0,090820con1200ambdup,pass,20%,NA,Test not available for this parameter.,NA,287,pass,accept
082620clk1200amb,2020-08-26T16:00:00Z,clarkson,ambient,R2007842,Field,standard_sample,COLOR,T,50,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-27T04:00:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,12,Test not available for this parameter.,accept
082620con1200amb,2020-08-26T16:00:00Z,control,ambient,R2007842,Field,standard_sample,COLOR,T,41,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-27T22:30:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,30.5,Test not available for this parameter.,accept
082620esf1200amb,2020-08-26T16:00:00Z,esf,ambient,R2007842,Field,standard_sample,COLOR,T,36,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-27T22:30:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,30.5,Test not available for this parameter.,accept
082720clk1200amb,2020-08-27T16:00:00Z,clarkson,ambient,R2007842,Field,standard_sample,COLOR,T,45,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-28T16:30:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,24.5,Test not available for this parameter.,accept
082720con1200amb,2020-08-27T16:00:00Z,control,ambient,R2007842,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-28T16:30:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,24.5,Test not available for this parameter.,accept
082720esf1200amb,2020-08-27T16:00:00Z,esf,ambient,R2007842,Field,standard_sample,COLOR,T,42,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-28T16:30:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,24.5,Test not available for this parameter.,accept
082820clk1200amb,2020-08-28T16:00:00Z,clarkson,ambient,R2007842,Field,standard_sample,COLOR,T,44,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-28T19:30:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,3.5,Test not available for this parameter.,accept
082820con1200amb,2020-08-28T16:00:00Z,control,ambient,R2007842,Field,standard_sample,COLOR,T,45,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-28T19:30:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,3.5,Test not available for this parameter.,accept
082820esf1200amb,2020-08-28T16:00:00Z,esf,ambient,R2007842,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-08-28T19:30:00Z,082620con1200ambeb,pass,1,082620con1200ambdup,pass,9%,NA,Test not available for this parameter.,NA,3.5,Test not available for this parameter.,accept
083120clk0900eff,2020-08-31T13:00:00Z,clarkson,effluent,R2007971,Field,standard_sample,COLOR,T,50,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,29,Test not available for this parameter.,accept
083120clk0900inf,2020-08-31T13:00:00Z,clarkson,influent,R2007971,Field,standard_sample,COLOR,T,36,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,29,Test not available for this parameter.,accept
083120clk1200amb,2020-08-31T16:00:00Z,clarkson,ambient,R2007971,Field,standard_sample,COLOR,T,35,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,26,Test not available for this parameter.,accept
083120clk1200eff,2020-08-31T16:00:00Z,clarkson,effluent,R2007971,Field,standard_sample,COLOR,T,39,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,26,Test not available for this parameter.,accept
083120clk1200inf,2020-08-31T16:00:00Z,clarkson,influent,R2007971,Field,standard_sample,COLOR,T,39,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,26,Test not available for this parameter.,accept
083120clk1500eff,2020-08-31T19:00:00Z,clarkson,effluent,R2007971,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,23,Test not available for this parameter.,accept
083120clk1500inf,2020-08-31T19:00:00Z,clarkson,influent,R2007971,Field,standard_sample,COLOR,T,31,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,23,Test not available for this parameter.,accept
083120con1200amb,2020-08-31T16:00:00Z,control,ambient,R2007971,Field,standard_sample,COLOR,T,37,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,26,Test not available for this parameter.,accept
083120esf0900eff,2020-08-31T13:00:00Z,esf,effluent,R2007971,Field,standard_sample,COLOR,T,33,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,29,Test not available for this parameter.,accept
083120esf0900inf,2020-08-31T13:00:00Z,esf,influent,R2007971,Field,standard_sample,COLOR,T,34,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,29,Test not available for this parameter.,accept
083120esf1200amb,2020-08-31T16:00:00Z,esf,ambient,R2007971,Field,standard_sample,COLOR,T,32,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,26,Test not available for this parameter.,accept
083120esf1200eff,2020-08-31T16:00:00Z,esf,effluent,R2007971,Field,standard_sample,COLOR,T,46,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,26,Test not available for this parameter.,accept
083120esf1200inf,2020-08-31T16:00:00Z,esf,influent,R2007971,Field,standard_sample,COLOR,T,37,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,26,Test not available for this parameter.,accept
083120esf1500eff,2020-08-31T19:00:00Z,esf,effluent,R2007971,Field,standard_sample,COLOR,T,36,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,23,Test not available for this parameter.,accept
083120esf1500inf,2020-08-31T19:00:00Z,esf,influent,R2007971,Field,standard_sample,COLOR,T,46,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-01T18:00:00Z,083120clk1200effeb,pass,1,083120clk1200effdup,pass,3%,NA,Test not available for this parameter.,NA,23,Test not available for this parameter.,accept
090120clk0900eff,2020-09-01T13:00:00Z,clarkson,effluent,R2008016,Field,standard_sample,COLOR,T,41,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,28.5,Test not available for this parameter.,accept
090120clk0900inf,2020-09-01T13:00:00Z,clarkson,influent,R2008016,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,28.5,Test not available for this parameter.,accept
090120clk1200amb,2020-09-01T16:00:00Z,clarkson,ambient,R2008016,Field,standard_sample,COLOR,T,46,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,25.5,Test not available for this parameter.,accept
090120clk1200eff,2020-09-01T16:00:00Z,clarkson,effluent,R2008016,Field,standard_sample,COLOR,T,50,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,25.5,Test not available for this parameter.,accept
090120clk1200inf,2020-09-01T16:00:00Z,clarkson,influent,R2008016,Field,standard_sample,COLOR,T,49,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,25.5,Test not available for this parameter.,accept
090120clk1500eff,2020-09-01T19:00:00Z,clarkson,effluent,R2008016,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,22.5,Test not available for this parameter.,accept
090120clk1500inf,2020-09-01T19:00:00Z,clarkson,influent,R2008016,Field,standard_sample,COLOR,T,36,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,22.5,Test not available for this parameter.,accept
090120con1200amb,2020-09-01T16:00:00Z,control,ambient,R2008016,Field,standard_sample,COLOR,T,43,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,25.5,Test not available for this parameter.,accept
090120esf0900eff,2020-09-01T13:00:00Z,esf,effluent,R2008016,Field,standard_sample,COLOR,T,42,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,28.5,Test not available for this parameter.,accept
090120esf0900inf,2020-09-01T13:00:00Z,esf,influent,R2008016,Field,standard_sample,COLOR,T,41,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,28.5,Test not available for this parameter.,accept
090120esf1200amb,2020-09-01T16:00:00Z,esf,ambient,R2008016,Field,standard_sample,COLOR,T,44,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,25.5,Test not available for this parameter.,accept
090120esf1200eff,2020-09-01T16:00:00Z,esf,effluent,R2008016,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,25.5,Test not available for this parameter.,accept
090120esf1200inf,2020-09-01T16:00:00Z,esf,influent,R2008016,Field,standard_sample,COLOR,T,46,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,25.5,Test not available for this parameter.,accept
090120esf1500eff,2020-09-01T19:00:00Z,esf,effluent,R2008016,Field,standard_sample,COLOR,T,37,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,22.5,Test not available for this parameter.,accept
090120esf1500inf,2020-09-01T19:00:00Z,esf,influent,R2008016,Field,standard_sample,COLOR,T,50,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-02T17:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,22.5,Test not available for this parameter.,accept
090220clkmiddoc,2020-09-02T16:00:00Z,clarkson,lab,R2008016,Field,standard_sample,COLOR,T,36,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-03T18:00:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,26,Test not available for this parameter.,accept
090220clkpredoc,2020-09-02T14:00:00Z,clarkson,lab,R2008016,Field,standard_sample,COLOR,T,35,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-03T18:00:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,1; 1,090120esf1200ambdup; 090120esf1200infdup,pass; pass,2%; 2%,NA,Test not available for this parameter.,NA,28,Test not available for this parameter.,accept
083120clk1200eff-72,2020-09-03T16:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,28.3333333333333,Test not available for this parameter.,accept
083120clk1200inf-72,2020-09-03T16:00:00Z,clarkson,influent,R2008207,Field,standard_sample,COLOR,T,25,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,28.3333333333333,Test not available for this parameter.,accept
083120esf1200eff-72,2020-09-03T16:00:00Z,esf,effluent,R2008207,Field,standard_sample,COLOR,T,30,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,28.3333333333333,Test not available for this parameter.,accept
083120esf1200inf-72,2020-09-03T16:00:00Z,esf,influent,R2008207,Field,standard_sample,COLOR,T,30,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,28.3333333333333,Test not available for this parameter.,accept
090220clkposdoc,2020-09-02T19:00:00Z,clarkson,lab,R2008016,Field,standard_sample,COLOR,T,35,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-03T18:00:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,23,Test not available for this parameter.,accept
090320clk0900eff,2020-09-03T13:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,COLOR,T,45,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,31.3333333333333,Test not available for this parameter.,accept
090320clk0900inf,2020-09-03T13:00:00Z,clarkson,influent,R2008207,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,31.3333333333333,Test not available for this parameter.,accept
090320clk1200amb,2020-09-03T16:00:00Z,clarkson,ambient,R2008207,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,28.3333333333333,Test not available for this parameter.,accept
090320clk1200eff,2020-09-03T16:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,28.3333333333333,Test not available for this parameter.,accept
090320clk1200inf,2020-09-03T16:00:00Z,clarkson,influent,R2008207,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,28.3333333333333,Test not available for this parameter.,accept
090320clk1500eff,2020-09-03T19:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,COLOR,T,40,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,25.3333333333333,Test not available for this parameter.,accept
090320clk1500inf,2020-09-03T19:00:00Z,clarkson,influent,R2008207,Field,standard_sample,COLOR,T,30,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,25.3333333333333,Test not available for this parameter.,accept
090320con1200amb,2020-09-03T16:00:00Z,control,ambient,R2008207,Field,standard_sample,COLOR,T,25,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,28.3333333333333,Test not available for this parameter.,accept
090320esf0900eff,2020-09-03T13:00:00Z,esf,effluent,R2008207,Field,standard_sample,COLOR,T,45,color unit,no_flag,SM2120B,COLOR,NA,color unit,1,2020-09-04T20:20:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,1; 1,090320clk1200ambdup; 090320esf1200effdup,pass; pass,13%; 13%,NA,Test not available for this parameter.,NA,31.3333333333333,Test not available for this parameter.,accept
