"sys_sample_code","lab_sdg","sample_date","sample","DATA_PROVIDER"
"18LHB327","R1808869","9/12/2018 10:25","18LHB","LCI"
"18LHB333","R1808869","9/12/2018 10:55","18LHB","LCI"
"18LHB334","R1808869","9/12/2018 10:59","18LHB","LCI"
"18LHB341","R1808869","9/12/2018 11:50","18LHB","LCI"
"18LHB398","R1808869","9/12/2018 12:21","18LHB","LCI"
"18LHB398MS","R1808869","9/12/2018 12:21","18LHB","LCI"
"18LHB398MSD","R1808869","9/12/2018 12:21","18LHB","LCI"
"18LHB329MS","R1808869","9/12/2018 13:19","18LHB","LCI"
"18LHB329MSD","R1808869","9/12/2018 13:19","18LHB","LCI"
"18LHB329","R1808869","9/12/2018 13:19","18LHB","LCI"
"18LHB330MS","R1808869","9/12/2018 13:24","18LHB","LCI"
"18LHB330MSD","R1808869","9/12/2018 13:24","18LHB","LCI"
"18LHB330","R1808869","9/12/2018 13:24","18LHB","LCI"
"18LHB325MS","R1808869","9/12/2018 13:41","18LHB","LCI"
"18LHB325MSD","R1808869","9/12/2018 13:41","18LHB","LCI"
"18LHB325","R1808869","9/12/2018 13:41","18LHB","LCI"
"18SRB019","R1808929","9/17/2018 11:00","18SRB","LCI"
"18SRB019MS","R1808929","9/17/2018 11:00","18SRB","LCI"
"18SRB019MSD","R1808929","9/17/2018 11:00","18SRB","LCI"
"18SRB021","R1808929","9/17/2018 12:15","18SRB","LCI"
"18SRB021MS","R1808929","9/17/2018 12:15","18SRB","LCI"
"18SRB021MSD","R1808929","9/17/2018 12:15","18SRB","LCI"
"18LCB001","R1808357","8/29/2018 10:50","18LCB","LCI"
"18LCB001MS","R1808357","8/29/2018 10:50","18LCB","LCI"
"18LCB001MSD","R1808357","8/29/2018 10:50","18LCB","LCI"
"18LCB003","R1808357","8/29/2018 10:45","18LCB","LCI"
"18LCB005","R1808357","8/29/2018 14:35","18LCB","LCI"
"18LCB005DUP","R1808357","8/29/2018 14:35","18LCB","LCI"
"18LCB005MS","R1808357","8/29/2018 14:35","18LCB","LCI"
"18LCB005MSD","R1808357","8/29/2018 14:35","18LCB","LCI"
"18LCB007","R1808263","8/28/2018 11:23","18LCB","LCI"
"18LCB007MS","R1808263","8/28/2018 11:23","18LCB","LCI"
"18LCB007MSD","R1808263","8/28/2018 11:23","18LCB","LCI"
"18LCB009","R1808357","8/29/2018 12:55","18LCB","LCI"
"18LCB011","R1808357","8/29/2018 12:02","18LCB","LCI"
"18LCB011DUP","R1808357","8/29/2018 12:02","18LCB","LCI"
"18LCB012","R1808357","8/29/2018 12:11","18LCB","LCI"
"18LCB013","R1808357","8/29/2018 8:33","18LCB","LCI"
"18LCB014","R1808357","8/29/2018 8:52","18LCB","LCI"
"18LCB014MS","R1808357","8/29/2018 8:52","18LCB","LCI"
"18LCB014MSD","R1808357","8/29/2018 8:52","18LCB","LCI"
"18LCB017","R1808263","8/28/2018 15:12","18LCB","LCI"
"18LCB018","R1808263","8/28/2018 15:17","18LCB","LCI"
"18LCB019","R1808357","8/28/2018 11:50","18LCB","LCI"
"18LCB019DUP","R1808357","8/28/2018 11:50","18LCB","LCI"
"18LCB020","R1808357","8/28/2018 11:55","18LCB","LCI"
"18LCB020MS","R1808357","8/28/2018 11:55","18LCB","LCI"
"18LCB020MSD","R1808357","8/28/2018 11:55","18LCB","LCI"
"18LCB021","R1808263","8/28/2018 13:00","18LCB","LCI"
"18LCB021MS","R1808263","8/28/2018 13:00","18LCB","LCI"
"18LCB021MSD","R1808263","8/28/2018 13:00","18LCB","LCI"
"18LCB022","R1808263","8/28/2018 13:05","18LCB","LCI"
"18LCB022DUP","R1808263","8/28/2018 13:05","18LCB","LCI"
"18LCB022MS","R1808263","8/28/2018 13:05","18LCB","LCI"
"18LCB022MSD","R1808263","8/28/2018 13:05","18LCB","LCI"
"18LCB023","R1808357","8/29/2018 9:10","18LCB","LCI"
"18LCB023MS","R1808357","8/29/2018 9:10","18LCB","LCI"
"18LCB023MSD","R1808357","8/29/2018 9:10","18LCB","LCI"
"18LCB025","R1808357","8/28/2018 10:00","18LCB","LCI"
"18LCB025DUP","R1808357","8/28/2018 10:00","18LCB","LCI"
"18LCB025MS","R1808357","8/28/2018 10:00","18LCB","LCI"
"18LCB025MSD","R1808357","8/28/2018 10:00","18LCB","LCI"
"18LCB026","R1808357","8/28/2018 10:05","18LCB","LCI"
"18LCB097","R1808357","8/28/2018 11:55","18LCB","LCI"
"18LCB011-DUP","R1808357","8/29/2018 12:02","18LCB","LCI"
"18LHB343","R1808470","9/4/2018 13:30","18LHB","LCI"
"18LHB343DUP","R1808470","9/4/2018 13:30","18LHB","LCI"
"18LHB344","R1808470","9/4/2018 13:25","18LHB","LCI"
"18LHB345","R1808470","9/4/2018 10:05","18LHB","LCI"
"18LHB345MS","R1808470","9/4/2018 10:05","18LHB","LCI"
"18LHB345MSD","R1808470","9/4/2018 10:05","18LHB","LCI"
"18LHB346","R1808470","9/4/2018 10:00","18LHB","LCI"
"18LHB346DUP","R1808470","9/4/2018 10:00","18LHB","LCI"
"18LHB346MS","R1808470","9/4/2018 10:00","18LHB","LCI"
"18LHB346MSD","R1808470","9/4/2018 10:00","18LHB","LCI"
"18LHB347","R1808470","9/4/2018 11:05","18LHB","LCI"
"18LHB347MS","R1808470","9/4/2018 11:05","18LHB","LCI"
"18LHB347MSD","R1808470","9/4/2018 11:05","18LHB","LCI"
"18LHB348","R1808470","9/4/2018 11:00","18LHB","LCI"
"18LHB349","R1808470","9/4/2018 9:10","18LHB","LCI"
"18LHB350","R1808470","9/4/2018 9:00","18LHB","LCI"
